District,Date,Confirmed,Recovered,Active,Death
THRISSUR,29 March 2021,88,201,1595,0
THRISSUR,30 March 2021,208,147,1654,2
THRISSUR,31 March 2021,170,199,1625,0
THRISSUR,01 April 2021,240,181,1683,1
THRISSUR,02 April 2021,182,184,1680,1
THRISSUR,03 April 2021,201,163,1716,2
THRISSUR,04 April 2021,210,171,1754,1
THRISSUR,05 April 2021,176,164,1766,0
THRISSUR,06 April 2021,282,186,1862,0
THRISSUR,07 April 2021,280,175,1967,0
THRISSUR,08 April 2021,393,202,2156,2
THRISSUR,09 April 2021,414,207,2361,2
THRISSUR,10 April 2021,530,218,2670,3
THRISSUR,11 April 2021,423,205,2887,1
THRISSUR,12 April 2021,320,207,2998,2
THRISSUR,13 April 2021,690,186,3502,0
THRISSUR,14 April 2021,544,249,3792,5
THRISSUR,15 April 2021,704,234,4262,0
THRISSUR,16 April 2021,737,245,4753,1
ERNAKULAM,20 March 2020,6,0,6,0
ERNAKULAM,21 March 2020,3,0,9,0
ERNAKULAM,22 March 2020,2,0,11,0
ERNAKULAM,23 March 2020,2,0,13,0
ERNAKULAM,24 March 2020,1,0,14,0
ERNAKULAM,25 March 2020,3,0,17,0
ERNAKULAM,26 March 2020,0,4,13,0
ERNAKULAM,28 March 2020,0,0,12,1
ERNAKULAM,29 March 2020,1,0,13,0
ERNAKULAM,01 April 2020,3,0,16,0
ERNAKULAM,04 April 2020,1,0,17,0
ERNAKULAM,07 April 2020,0,4,13,0
ERNAKULAM,09 April 2020,0,4,9,0
ERNAKULAM,10 April 2020,0,1,8,0
ERNAKULAM,14 April 2020,0,2,6,0
ERNAKULAM,16 April 2020,0,1,5,0
ERNAKULAM,17 April 2020,0,2,3,0
ERNAKULAM,27 April 2020,0,1,2,0
ERNAKULAM,01 May 2020,0,1,1,0
ERNAKULAM,08 May 2020,1,0,2,0
ERNAKULAM,10 May 2020,1,0,3,0
ERNAKULAM,17 May 2020,1,0,4,0
ERNAKULAM,18 May 2020,1,0,5,0
ERNAKULAM,20 May 2020,1,0,6,0
ERNAKULAM,21 May 2020,0,1,5,0
ERNAKULAM,24 May 2020,4,0,9,0
ERNAKULAM,25 May 2020,0,1,8,0
ERNAKULAM,26 May 2020,5,1,12,0
ERNAKULAM,27 May 2020,2,0,14,0
ERNAKULAM,29 May 2020,4,0,18,0
ERNAKULAM,30 May 2020,4,0,22,0
ERNAKULAM,31 May 2020,1,1,22,0
ERNAKULAM,01 June 2020,3,0,25,0
ERNAKULAM,02 June 2020,3,0,28,0
ERNAKULAM,03 June 2020,5,0,33,0
ERNAKULAM,04 June 2020,2,0,35,0
ERNAKULAM,05 June 2020,10,4,41,0
ERNAKULAM,06 June 2020,3,4,40,0
ERNAKULAM,08 June 2020,3,0,43,0
ERNAKULAM,09 June 2020,4,1,46,0
ERNAKULAM,10 June 2020,4,2,48,0
ERNAKULAM,11 June 2020,2,6,44,0
ERNAKULAM,12 June 2020,5,3,46,0
ERNAKULAM,13 June 2020,7,0,53,0
ERNAKULAM,14 June 2020,7,1,59,0
ERNAKULAM,15 June 2020,13,2,69,0
ERNAKULAM,16 June 2020,13,1,81,0
ERNAKULAM,17 June 2020,5,2,84,0
ERNAKULAM,18 June 2020,6,4,86,0
ERNAKULAM,19 June 2020,11,0,97,0
ERNAKULAM,20 June 2020,3,1,99,0
ERNAKULAM,21 June 2020,5,0,104,0
ERNAKULAM,22 June 2020,14,9,109,0
ERNAKULAM,23 June 2020,13,6,116,0
ERNAKULAM,24 June 2020,8,4,120,0
ERNAKULAM,25 June 2020,10,2,128,0
ERNAKULAM,26 June 2020,9,0,137,0
ERNAKULAM,27 June 2020,14,0,151,0
ERNAKULAM,28 June 2020,7,0,158,0
ERNAKULAM,29 June 2020,5,2,161,0
ERNAKULAM,30 June 2020,10,7,164,0
ERNAKULAM,01 July 2020,12,1,175,0
ERNAKULAM,02 July 2020,9,10,174,0
ERNAKULAM,03 July 2020,17,20,171,0
ERNAKULAM,04 July 2020,13,7,177,0
ERNAKULAM,05 July 2020,12,7,182,0
ERNAKULAM,06 July 2020,25,16,190,1
ERNAKULAM,07 July 2020,21,20,191,0
ERNAKULAM,08 July 2020,16,12,195,0
ERNAKULAM,09 July 2020,12,15,192,0
ERNAKULAM,10 July 2020,20,4,208,0
ERNAKULAM,11 July 2020,47,3,251,1
ERNAKULAM,12 July 2020,50,5,296,0
ERNAKULAM,13 July 2020,15,10,301,0
ERNAKULAM,14 July 2020,70,0,371,0
ERNAKULAM,15 July 2020,72,1,442,0
ERNAKULAM,16 July 2020,57,7,492,0
ERNAKULAM,17 July 2020,115,4,603,0
ERNAKULAM,18 July 2020,44,8,639,0
ERNAKULAM,19 July 2020,98,7,729,1
ERNAKULAM,20 July 2020,72,7,793,1
ERNAKULAM,21 July 2020,80,5,868,0
ERNAKULAM,22 July 2020,92,18,942,0
ERNAKULAM,23 July 2020,100,95,946,1
ERNAKULAM,24 July 2020,69,151,864,0
ERNAKULAM,25 July 2020,79,77,865,1
ERNAKULAM,26 July 2020,61,107,819,0
ERNAKULAM,27 July 2020,15,69,765,0
ERNAKULAM,28 July 2020,70,83,751,1
ERNAKULAM,29 July 2020,83,58,776,0
ERNAKULAM,30 July 2020,34,69,739,1
ERNAKULAM,31 July 2020,132,66,801,2
ERNAKULAM,01 August 2020,59,35,823,2
ERNAKULAM,02 August 2020,128,37,914,0
ERNAKULAM,03 August 2020,106,38,980,0
ERNAKULAM,04 August 2020,135,49,1065,1
ERNAKULAM,05 August 2020,120,35,1149,1
ERNAKULAM,06 August 2020,73,146,1076,0
ERNAKULAM,07 August 2020,82,29,1127,1
ERNAKULAM,08 August 2020,101,62,1165,0
ERNAKULAM,09 August 2020,54,138,1080,1
ERNAKULAM,10 August 2020,101,47,1133,1
ERNAKULAM,11 August 2020,133,70,1195,1
ERNAKULAM,12 August 2020,121,51,1264,1
ERNAKULAM,13 August 2020,115,109,1270,0
ERNAKULAM,14 August 2020,114,87,1295,2
ERNAKULAM,15 August 2020,106,124,1275,2
ERNAKULAM,16 August 2020,123,120,1276,2
ERNAKULAM,17 August 2020,129,64,1342,0
ERNAKULAM,18 August 2020,192,64,1470,0
ERNAKULAM,19 August 2020,230,101,1596,3
ERNAKULAM,20 August 2020,150,121,1625,0
ERNAKULAM,21 August 2020,165,89,1700,1
ERNAKULAM,22 August 2020,114,98,1714,2
ERNAKULAM,23 August 2020,200,171,1743,0
ERNAKULAM,24 August 2020,165,142,1765,1
ERNAKULAM,25 August 2020,163,85,1843,0
ERNAKULAM,26 August 2020,193,191,1845,0
ERNAKULAM,27 August 2020,140,90,1895,0
ERNAKULAM,28 August 2020,207,155,1947,0
ERNAKULAM,29 August 2020,136,148,1935,0
ERNAKULAM,30 August 2020,231,182,1984,0
ERNAKULAM,31 August 2020,210,90,2104,0
ERNAKULAM,01 September 2020,161,134,2130,1
ERNAKULAM,02 September 2020,136,119,2144,3
ERNAKULAM,03 September 2020,164,209,2098,1
ERNAKULAM,04 September 2020,274,185,2187,0
ERNAKULAM,05 September 2020,186,128,2245,0
ERNAKULAM,06 September 2020,281,185,2341,0
ERNAKULAM,07 September 2020,130,184,2286,1
ERNAKULAM,08 September 2020,318,204,2397,3
ERNAKULAM,09 September 2020,276,105,2567,1
ERNAKULAM,10 September 2020,227,116,2678,0
ERNAKULAM,11 September 2020,295,63,2908,2
ERNAKULAM,12 September 2020,188,233,2862,1
ERNAKULAM,13 September 2020,326,232,2954,2
ERNAKULAM,14 September 2020,255,125,3083,1
ERNAKULAM,15 September 2020,239,209,3112,1
ERNAKULAM,16 September 2020,319,371,3060,0
ERNAKULAM,17 September 2020,383,357,3086,0
ERNAKULAM,18 September 2020,348,221,3212,1
ERNAKULAM,19 September 2020,351,189,3372,2
ERNAKULAM,20 September 2020,537,289,3619,1
ERNAKULAM,21 September 2020,299,297,3621,0
ERNAKULAM,22 September 2020,406,250,3775,1
ERNAKULAM,23 September 2020,624,254,4145,0
ERNAKULAM,24 September 2020,590,248,4486,1
ERNAKULAM,25 September 2020,655,325,4816,0
ERNAKULAM,26 September 2020,729,246,5296,3
ERNAKULAM,27 September 2020,924,337,5881,2
ERNAKULAM,28 September 2020,537,220,6198,0
ERNAKULAM,29 September 2020,859,216,6841,0
ERNAKULAM,30 September 2020,1056,263,7633,1
ERNAKULAM,01 October 2020,934,226,8334,7
ERNAKULAM,02 October 2020,1042,212,9161,3
ERNAKULAM,03 October 2020,925,402,9684,0
ERNAKULAM,04 October 2020,952,405,10229,2
ERNAKULAM,05 October 2020,705,236,10693,5
ERNAKULAM,06 October 2020,837,337,11193,0
ERNAKULAM,07 October 2020,1201,385,12009,0
ERNAKULAM,08 October 2020,391,707,11693,0
ERNAKULAM,09 October 2020,911,458,12142,4
ERNAKULAM,10 October 2020,1191,983,12342,8
ERNAKULAM,11 October 2020,1228,1036,12534,0
ERNAKULAM,12 October 2020,480,1018,11993,3
ERNAKULAM,13 October 2020,1122,1123,11988,4
ERNAKULAM,14 October 2020,793,823,11956,2
ERNAKULAM,15 October 2020,1209,719,12445,1
ERNAKULAM,16 October 2020,606,843,12208,0
ERNAKULAM,17 October 2020,1022,941,12287,1
ERNAKULAM,18 October 2020,730,1307,11706,4
ERNAKULAM,19 October 2020,598,978,11321,5
ERNAKULAM,20 October 2020,644,974,10989,2
ERNAKULAM,21 October 2020,1190,970,11206,3
ERNAKULAM,22 October 2020,929,414,11716,5
ERNAKULAM,23 October 2020,874,649,11939,2
ERNAKULAM,24 October 2020,1170,538,12568,3
ERNAKULAM,25 October 2020,816,1116,12263,5
ERNAKULAM,26 October 2020,457,1096,11623,1
ERNAKULAM,27 October 2020,716,914,11421,4
ERNAKULAM,28 October 2020,1250,633,12034,4
ERNAKULAM,29 October 2020,802,600,12235,1
ERNAKULAM,30 October 2020,674,741,12166,2
ERNAKULAM,31 October 2020,1114,853,12419,7
ERNAKULAM,01 November 2020,1042,808,12651,1
ERNAKULAM,02 November 2020,518,1093,12073,3
ERNAKULAM,03 November 2020,850,865,12056,2
ERNAKULAM,04 November 2020,1197,1078,12169,6
ERNAKULAM,05 November 2020,749,1288,11629,1
ERNAKULAM,06 November 2020,673,1075,11220,7
ERNAKULAM,07 November 2020,1042,1010,11248,4
ERNAKULAM,08 November 2020,644,845,11046,1
ERNAKULAM,09 November 2020,433,827,10649,3
ERNAKULAM,10 November 2020,583,1078,10153,1
ERNAKULAM,11 November 2020,977,758,10371,1
ERNAKULAM,12 November 2020,489,1008,9849,3
ERNAKULAM,13 November 2020,756,707,9895,3
ERNAKULAM,14 November 2020,860,800,9955,0
ERNAKULAM,15 November 2020,489,828,9616,0
ERNAKULAM,16 November 2020,279,503,9388,4
ERNAKULAM,17 November 2020,613,588,9411,2
ERNAKULAM,18 November 2020,887,720,9574,4
ERNAKULAM,19 November 2020,423,936,9059,2
ERNAKULAM,20 November 2020,554,545,9066,2
ERNAKULAM,21 November 2020,797,658,9205,0
ERNAKULAM,22 November 2020,494,953,8745,1
ERNAKULAM,23 November 2020,325,517,8549,4
ERNAKULAM,24 November 2020,570,450,8667,2
ERNAKULAM,25 November 2020,774,750,8689,2
ERNAKULAM,26 November 2020,472,807,8351,3
ERNAKULAM,27 November 2020,397,476,8270,2
ERNAKULAM,28 November 2020,812,451,8626,5
ERNAKULAM,29 November 2020,512,1001,8133,4
ERNAKULAM,30 November 2020,317,518,7930,2
ERNAKULAM,01 December 2020,504,659,7773,2
ERNAKULAM,02 December 2020,732,443,8055,7
ERNAKULAM,03 December 2020,441,770,7725,1
ERNAKULAM,04 December 2020,486,440,7768,3
ERNAKULAM,05 December 2020,665,492,7937,4
ERNAKULAM,06 December 2020,474,685,7723,3
ERNAKULAM,07 December 2020,278,354,7647,0
ERNAKULAM,08 December 2020,528,403,7767,5
ERNAKULAM,09 December 2020,717,532,7952,0
ERNAKULAM,10 December 2020,555,649,7855,3
ERNAKULAM,11 December 2020,409,592,7671,1
ERNAKULAM,12 December 2020,732,510,7885,8
ERNAKULAM,13 December 2020,509,804,7588,2
ERNAKULAM,14 December 2020,343,582,7344,5
ERNAKULAM,15 December 2020,617,416,7545,0
ERNAKULAM,16 December 2020,959,720,7783,1
ERNAKULAM,17 December 2020,481,565,7697,2
ERNAKULAM,18 December 2020,578,504,7769,2
ERNAKULAM,19 December 2020,826,606,7987,2
ERNAKULAM,20 December 2020,591,499,8076,3
ERNAKULAM,21 December 2020,377,476,7969,8
ERNAKULAM,22 December 2020,686,414,8238,3
ERNAKULAM,23 December 2020,953,709,8480,1
ERNAKULAM,24 December 2020,544,979,8041,4
ERNAKULAM,25 December 2020,586,601,8026,0
ERNAKULAM,26 December 2020,403,432,7994,3
ERNAKULAM,27 December 2020,605,450,8146,3
ERNAKULAM,28 December 2020,340,536,7949,1
ERNAKULAM,29 December 2020,734,377,8306,0
ERNAKULAM,30 December 2020,1006,780,8531,1
ERNAKULAM,31 December 2020,574,513,8590,2
ERNAKULAM,01 January 2021,602,594,8589,7
ERNAKULAM,02 January 2021,743,552,8776,2
ERNAKULAM,03 January 2021,728,502,8998,4
ERNAKULAM,04 January 2021,382,749,8628,3
ERNAKULAM,05 January 2021,719,401,8942,4
ERNAKULAM,06 January 2021,1068,946,9061,2
ERNAKULAM,07 January 2021,663,1102,8619,3
ERNAKULAM,08 January 2021,708,686,8638,3
ERNAKULAM,09 January 2021,893,761,8766,4
ERNAKULAM,10 January 2021,650,718,8696,1
ERNAKULAM,11 January 2021,443,485,8650,4
ERNAKULAM,12 January 2021,813,516,8946,1
ERNAKULAM,13 January 2021,998,906,9033,5
ERNAKULAM,14 January 2021,659,599,9092,1
ERNAKULAM,15 January 2021,799,537,9348,3
ERNAKULAM,16 January 2021,1046,846,9545,3
ERNAKULAM,17 January 2021,767,427,9885,0
ERNAKULAM,18 January 2021,574,518,9941,0
ERNAKULAM,19 January 2021,1019,463,10495,1
ERNAKULAM,20 January 2021,1031,803,10721,2
ERNAKULAM,21 January 2021,771,713,10775,3
ERNAKULAM,22 January 2021,1018,1005,10788,0
ERNAKULAM,23 January 2021,1083,1038,10831,2
ERNAKULAM,24 January 2021,822,1045,10607,1
ERNAKULAM,25 January 2021,487,616,10473,5
ERNAKULAM,26 January 2021,866,881,10450,7
ERNAKULAM,27 January 2021,879,739,10589,1
ERNAKULAM,28 January 2021,784,792,10581,0
ERNAKULAM,29 January 2021,865,711,10732,3
ERNAKULAM,30 January 2021,859,826,10765,0
ERNAKULAM,31 January 2021,743,725,10783,0
ERNAKULAM,01 February 2021,424,908,10295,3
ERNAKULAM,02 February 2021,755,667,10375,7
ERNAKULAM,03 February 2021,871,909,10336,1
ERNAKULAM,04 February 2021,833,911,10257,1
ERNAKULAM,05 February 2021,714,802,10169,0
ERNAKULAM,06 February 2021,898,690,10377,0
ERNAKULAM,07 February 2021,558,726,10208,1
ERNAKULAM,08 February 2021,431,627,10011,1
ERNAKULAM,09 February 2021,615,605,10021,0
ERNAKULAM,10 February 2021,811,766,10064,2
ERNAKULAM,11 February 2021,632,669,10025,2
ERNAKULAM,12 February 2021,589,743,9870,1
ERNAKULAM,13 February 2021,746,800,9813,3
ERNAKULAM,14 February 2021,439,640,9611,1
ERNAKULAM,15 February 2021,393,502,9501,1
ERNAKULAM,16 February 2021,643,486,9656,2
ERNAKULAM,17 February 2021,519,604,9570,1
ERNAKULAM,18 February 2021,609,597,9581,1
ERNAKULAM,19 February 2021,535,537,9576,3
ERNAKULAM,20 February 2021,564,658,9482,0
ERNAKULAM,21 February 2021,514,500,9496,0
ERNAKULAM,22 February 2021,246,389,9351,2
ERNAKULAM,23 February 2021,484,746,9088,1
ERNAKULAM,24 February 2021,473,600,8957,4
ERNAKULAM,25 February 2021,408,490,8875,0
ERNAKULAM,26 February 2021,332,345,8862,0
ERNAKULAM,27 February 2021,415,516,8759,2
ERNAKULAM,28 February 2021,352,476,8635,0
ERNAKULAM,01 March 2021,240,500,8374,1
ERNAKULAM,02 March 2021,306,470,8209,1
ERNAKULAM,03 March 2021,281,509,7978,3
ERNAKULAM,04 March 2021,228,627,7578,1
ERNAKULAM,05 March 2021,291,561,7308,0
ERNAKULAM,06 March 2021,237,333,7211,1
ERNAKULAM,07 March 2021,219,784,6645,1
ERNAKULAM,08 March 2021,138,329,6454,0
ERNAKULAM,09 March 2021,231,500,6185,0
ERNAKULAM,10 March 2021,244,1000,5429,0
ERNAKULAM,11 March 2021,205,557,5077,0
ERNAKULAM,12 March 2021,154,623,4608,0
ERNAKULAM,13 March 2021,232,747,4093,0
ERNAKULAM,14 March 2021,132,425,3798,2
ERNAKULAM,15 March 2021,119,632,3282,2
ERNAKULAM,16 March 2021,238,752,2762,5
ERNAKULAM,17 March 2021,255,310,2704,2
ERNAKULAM,18 March 2021,184,206,2680,2
ERNAKULAM,19 March 2021,185,190,2673,1
ERNAKULAM,20 March 2021,228,128,2772,1
ERNAKULAM,21 March 2021,154,130,2795,1
ERNAKULAM,22 March 2021,106,102,2797,2
ERNAKULAM,23 March 2021,178,310,2665,0
ERNAKULAM,24 March 2021,245,103,2807,0
ERNAKULAM,25 March 2021,188,171,2824,0
ERNAKULAM,26 March 2021,171,326,2669,0
ERNAKULAM,27 March 2021,247,391,2521,4
ERNAKULAM,28 March 2021,220,326,2415,0
ERNAKULAM,29 March 2021,184,508,2090,1
ERNAKULAM,30 March 2021,283,309,2064,0
ERNAKULAM,31 March 2021,316,232,2146,2
ERNAKULAM,01 April 2021,327,157,2316,0
ERNAKULAM,02 April 2021,278,393,2199,2
ERNAKULAM,03 April 2021,268,176,2289,1
ERNAKULAM,04 April 2021,368,142,2514,1
ERNAKULAM,05 April 2021,316,150,2680,0
ERNAKULAM,06 April 2021,487,191,2976,0
ERNAKULAM,07 April 2021,504,125,3354,1
ERNAKULAM,08 April 2021,654,137,3867,3
ERNAKULAM,09 April 2021,607,126,4345,3
ERNAKULAM,10 April 2021,977,139,5183,0
ERNAKULAM,11 April 2021,842,120,5905,0
ERNAKULAM,12 April 2021,779,137,6546,1
ERNAKULAM,13 April 2021,1162,336,7371,1
ERNAKULAM,14 April 2021,1226,201,8394,2
ERNAKULAM,15 April 2021,1267,337,9324,0
ERNAKULAM,16 April 2021,1391,515,10194,6
IDUKKI,15 March 2020,1,0,1,0
IDUKKI,25 March 2020,1,0,2,0
IDUKKI,26 March 2020,1,0,3,0
IDUKKI,30 March 2020,2,0,5,0
IDUKKI,02 April 2020,5,0,10,0
IDUKKI,03 April 2020,0,2,8,0
IDUKKI,28 March 2020,0,1,7,0
IDUKKI,08 April 2020,0,2,5,0
IDUKKI,09 April 2020,0,2,3,0
IDUKKI,11 April 2020,0,2,1,0
IDUKKI,12 April 2020,0,1,0,0
IDUKKI,23 April 2020,4,0,4,0
IDUKKI,26 April 2020,6,0,10,0
IDUKKI,27 April 2020,4,0,14,0
IDUKKI,02 May 2020,0,2,12,0
IDUKKI,04 May 2020,0,10,2,0
IDUKKI,06 May 2020,0,1,1,0
IDUKKI,09 May 2020,0,1,0,0
IDUKKI,14 May 2020,1,0,1,0
IDUKKI,21 May 2020,1,0,2,0
IDUKKI,25 May 2020,1,1,2,0
IDUKKI,28 May 2020,1,0,3,0
IDUKKI,29 May 2020,1,0,4,0
IDUKKI,30 May 2020,4,0,8,0
IDUKKI,01 June 2020,1,0,9,0
IDUKKI,03 June 2020,9,0,18,0
IDUKKI,05 June 2020,3,0,21,0
IDUKKI,06 June 2020,3,1,23,0
IDUKKI,07 June 2020,1,0,24,0
IDUKKI,09 June 2020,0,1,23,0
IDUKKI,10 June 2020,4,0,27,0
IDUKKI,12 June 2020,1,4,24,0
IDUKKI,13 June 2020,4,1,27,0
IDUKKI,14 June 2020,2,2,27,0
IDUKKI,15 June 2020,2,0,29,0
IDUKKI,18 June 2020,6,0,35,0
IDUKKI,19 June 2020,2,0,37,0
IDUKKI,20 June 2020,1,0,38,0
IDUKKI,21 June 2020,11,0,49,0
IDUKKI,22 June 2020,4,2,51,0
IDUKKI,24 June 2020,6,2,55,0
IDUKKI,25 June 2020,3,2,56,0
IDUKKI,26 June 2020,2,5,53,0
IDUKKI,27 June 2020,2,5,50,0
IDUKKI,28 June 2020,4,6,48,0
IDUKKI,29 June 2020,5,0,53,0
IDUKKI,30 June 2020,0,2,51,0
IDUKKI,01 July 2020,1,2,50,0
IDUKKI,02 July 2020,8,13,45,0
IDUKKI,03 July 2020,2,0,47,0
IDUKKI,04 July 2020,2,2,47,0
IDUKKI,05 July 2020,6,0,53,0
IDUKKI,06 July 2020,6,0,59,0
IDUKKI,07 July 2020,1,1,59,0
IDUKKI,08 July 2020,20,0,79,0
IDUKKI,09 July 2020,20,8,91,0
IDUKKI,10 July 2020,12,4,99,0
IDUKKI,11 July 2020,5,4,100,0
IDUKKI,12 July 2020,16,0,116,0
IDUKKI,13 July 2020,4,0,120,0
IDUKKI,15 July 2020,55,3,171,1
IDUKKI,16 July 2020,26,6,191,0
IDUKKI,17 July 2020,11,6,196,0
IDUKKI,18 July 2020,28,6,218,0
IDUKKI,19 July 2020,49,5,262,0
IDUKKI,20 July 2020,24,1,285,0
IDUKKI,21 July 2020,0,5,280,0
IDUKKI,22 July 2020,43,1,321,1
IDUKKI,23 July 2020,63,22,362,0
IDUKKI,24 July 2020,29,96,295,0
IDUKKI,25 July 2020,40,12,323,0
IDUKKI,26 July 2020,48,31,340,0
IDUKKI,27 July 2020,70,25,385,0
IDUKKI,28 July 2020,7,27,365,0
IDUKKI,29 July 2020,34,20,379,0
IDUKKI,30 July 2020,6,31,354,0
IDUKKI,31 July 2020,59,45,368,0
IDUKKI,01 August 2020,14,32,350,0
IDUKKI,02 August 2020,42,30,362,0
IDUKKI,03 August 2020,26,54,334,0
IDUKKI,04 August 2020,0,26,307,0
IDUKKI,05 August 2020,39,58,288,0
IDUKKI,06 August 2020,58,20,326,0
IDUKKI,07 August 2020,23,57,292,0
IDUKKI,08 August 2020,41,19,314,0
IDUKKI,09 August 2020,17,31,300,0
IDUKKI,10 August 2020,18,9,309,0
IDUKKI,11 August 2020,4,68,245,0
IDUKKI,12 August 2020,42,25,261,1
IDUKKI,13 August 2020,31,22,270,0
IDUKKI,14 August 2020,58,8,320,0
IDUKKI,15 August 2020,31,39,312,0
IDUKKI,16 August 2020,30,39,303,0
IDUKKI,17 August 2020,23,15,311,0
IDUKKI,18 August 2020,5,59,257,0
IDUKKI,19 August 2020,64,5,316,0
IDUKKI,20 August 2020,35,9,342,0
IDUKKI,21 August 2020,34,18,358,0
IDUKKI,22 August 2020,37,46,349,0
IDUKKI,23 August 2020,29,19,359,0
IDUKKI,24 August 2020,19,48,330,0
IDUKKI,25 August 2020,6,37,299,0
IDUKKI,26 August 2020,63,13,349,0
IDUKKI,27 August 2020,27,28,348,0
IDUKKI,28 August 2020,49,36,361,0
IDUKKI,29 August 2020,27,41,347,0
IDUKKI,30 August 2020,35,45,337,0
IDUKKI,31 August 2020,15,23,329,0
IDUKKI,01 September 2020,0,14,315,0
IDUKKI,02 September 2020,12,42,285,0
IDUKKI,03 September 2020,44,22,307,0
IDUKKI,04 September 2020,29,26,310,0
IDUKKI,05 September 2020,31,60,281,0
IDUKKI,06 September 2020,39,19,301,0
IDUKKI,07 September 2020,4,32,273,0
IDUKKI,08 September 2020,85,12,346,0
IDUKKI,09 September 2020,24,24,346,0
IDUKKI,10 September 2020,105,15,436,0
IDUKKI,11 September 2020,28,39,425,0
IDUKKI,12 September 2020,86,28,483,0
IDUKKI,13 September 2020,40,20,503,0
IDUKKI,14 September 2020,58,25,536,0
IDUKKI,15 September 2020,29,43,522,0
IDUKKI,16 September 2020,76,21,577,0
IDUKKI,17 September 2020,104,47,634,0
IDUKKI,18 September 2020,100,73,661,0
IDUKKI,19 September 2020,47,54,654,0
IDUKKI,20 September 2020,77,65,666,0
IDUKKI,21 September 2020,82,37,711,0
IDUKKI,22 September 2020,42,42,710,0
IDUKKI,23 September 2020,79,55,734,0
IDUKKI,24 September 2020,151,61,824,0
IDUKKI,25 September 2020,114,69,869,0
IDUKKI,26 September 2020,107,64,912,0
IDUKKI,27 September 2020,125,94,943,0
IDUKKI,28 September 2020,114,36,1021,0
IDUKKI,29 September 2020,57,84,994,0
IDUKKI,30 September 2020,157,21,1130,0
IDUKKI,01 October 2020,130,70,1190,0
IDUKKI,02 October 2020,136,93,1233,0
IDUKKI,03 October 2020,106,115,1223,1
IDUKKI,04 October 2020,96,80,1239,0
IDUKKI,05 October 2020,71,61,1249,0
IDUKKI,06 October 2020,56,86,1219,0
IDUKKI,07 October 2020,120,89,1249,1
IDUKKI,08 October 2020,121,69,1301,0
IDUKKI,09 October 2020,153,98,1356,0
IDUKKI,10 October 2020,139,57,1438,0
IDUKKI,11 October 2020,123,50,1511,0
IDUKKI,12 October 2020,94,29,1575,1
IDUKKI,13 October 2020,79,129,1525,0
IDUKKI,14 October 2020,114,155,1484,0
IDUKKI,15 October 2020,143,124,1503,0
IDUKKI,16 October 2020,124,53,1573,1
IDUKKI,17 October 2020,140,63,1650,0
IDUKKI,18 October 2020,162,131,1681,0
IDUKKI,19 October 2020,28,53,1656,0
IDUKKI,20 October 2020,72,85,1643,0
IDUKKI,21 October 2020,100,71,1672,0
IDUKKI,22 October 2020,65,94,1643,0
IDUKKI,23 October 2020,140,77,1706,0
IDUKKI,24 October 2020,201,49,1858,0
IDUKKI,25 October 2020,152,91,1919,0
IDUKKI,26 October 2020,79,66,1932,0
IDUKKI,27 October 2020,49,72,1908,1
IDUKKI,28 October 2020,115,90,1933,0
IDUKKI,29 October 2020,168,66,2034,1
IDUKKI,30 October 2020,76,105,2005,0
IDUKKI,31 October 2020,57,279,1783,0
IDUKKI,01 November 2020,148,353,1578,0
IDUKKI,02 November 2020,60,78,1560,0
IDUKKI,03 November 2020,67,76,1551,0
IDUKKI,04 November 2020,204,90,1665,0
IDUKKI,05 November 2020,116,113,1668,0
IDUKKI,06 November 2020,157,104,1721,0
IDUKKI,07 November 2020,108,100,1729,0
IDUKKI,08 November 2020,179,93,1815,0
IDUKKI,09 November 2020,42,49,1808,0
IDUKKI,10 November 2020,89,105,1792,0
IDUKKI,11 November 2020,225,91,1926,0
IDUKKI,12 November 2020,185,250,1861,0
IDUKKI,13 November 2020,187,78,1970,0
IDUKKI,14 November 2020,107,86,1990,1
IDUKKI,15 November 2020,165,70,2085,0
IDUKKI,16 November 2020,83,283,1884,1
IDUKKI,17 November 2020,116,54,1946,0
IDUKKI,18 November 2020,249,185,2010,0
IDUKKI,19 November 2020,276,219,2067,0
IDUKKI,20 November 2020,85,62,2090,0
IDUKKI,21 November 2020,188,72,2206,0
IDUKKI,22 November 2020,220,77,2349,0
IDUKKI,23 November 2020,49,137,2261,0
IDUKKI,24 November 2020,122,49,2334,0
IDUKKI,25 November 2020,238,181,2391,0
IDUKKI,26 November 2020,256,84,2562,1
IDUKKI,27 November 2020,143,174,2531,0
IDUKKI,28 November 2020,178,110,2599,0
IDUKKI,29 November 2020,274,148,2725,0
IDUKKI,30 November 2020,49,455,2319,0
IDUKKI,01 December 2020,161,79,2401,0
IDUKKI,02 December 2020,200,73,2528,0
IDUKKI,03 December 2020,265,148,2645,0
IDUKKI,04 December 2020,216,109,2752,0
IDUKKI,05 December 2020,157,88,2821,0
IDUKKI,06 December 2020,169,64,2926,0
IDUKKI,07 December 2020,146,119,2953,0
IDUKKI,08 December 2020,73,72,2953,1
IDUKKI,09 December 2020,57,56,2954,0
IDUKKI,10 December 2020,200,121,3033,0
IDUKKI,11 December 2020,155,176,3012,0
IDUKKI,12 December 2020,123,160,2975,0
IDUKKI,13 December 2020,222,99,3097,1
IDUKKI,14 December 2020,47,48,3096,0
IDUKKI,15 December 2020,104,72,3128,0
IDUKKI,16 December 2020,186,316,2998,0
