District,Date,Confirmed,Recovered,Active,Death
KASARGOD,03 February 2020,1,0,1,0
KASARGOD,16 February 2020,0,1,0,0
KASARGOD,16 March 2020,1,0,1,0
KASARGOD,19 March 2020,1,0,2,0
KASARGOD,20 March 2020,6,0,8,0
KASARGOD,21 March 2020,6,0,14,0
KASARGOD,22 March 2020,5,0,19,0
KASARGOD,23 March 2020,19,0,38,0
KASARGOD,24 March 2020,6,0,44,0
KASARGOD,26 March 2020,3,0,47,0
KASARGOD,27 March 2020,34,0,81,0
KASARGOD,28 March 2020,1,0,82,0
KASARGOD,29 March 2020,7,0,89,0
KASARGOD,30 March 2020,17,0,106,0
KASARGOD,31 March 2020,2,0,108,0
KASARGOD,01 April 2020,12,0,120,0
KASARGOD,02 April 2020,8,0,128,0
KASARGOD,03 April 2020,7,4,131,0
KASARGOD,04 April 2020,6,0,137,0
KASARGOD,05 April 2020,1,0,138,0
KASARGOD,06 April 2020,9,0,147,0
KASARGOD,07 April 2020,4,1,150,0
KASARGOD,08 April 2020,1,0,151,0
KASARGOD,09 April 2020,4,0,155,0
KASARGOD,10 April 2020,3,18,140,0
KASARGOD,11 April 2020,2,9,133,0
KASARGOD,12 April 2020,0,28,105,0
KASARGOD,13 April 2020,0,12,93,0
KASARGOD,14 April 2020,1,6,88,0
KASARGOD,15 April 2020,0,4,84,0
KASARGOD,16 April 2020,1,24,61,0
KASARGOD,17 April 2020,0,6,55,0
KASARGOD,18 April 2020,0,2,53,0
KASARGOD,19 April 2020,1,8,46,0
KASARGOD,20 April 2020,0,19,27,0
KASARGOD,21 April 2020,3,4,26,0
KASARGOD,23 April 2020,0,6,20,0
KASARGOD,24 April 2020,3,5,18,0
KASARGOD,25 April 2020,0,2,16,0
KASARGOD,26 April 2020,0,1,15,0
KASARGOD,28 April 2020,1,2,14,0
KASARGOD,29 April 2020,1,3,12,0
KASARGOD,30 April 2020,1,2,11,0
KASARGOD,01 May 2020,0,4,7,0
KASARGOD,03 May 2020,0,1,6,0
KASARGOD,04 May 2020,0,3,3,0
KASARGOD,07 May 2020,0,2,1,0
KASARGOD,10 May 2020,0,1,0,0
KASARGOD,11 May 2020,4,0,4,0
KASARGOD,14 May 2020,10,0,14,0
KASARGOD,15 May 2020,1,0,15,0
KASARGOD,17 May 2020,1,0,16,0
KASARGOD,18 May 2020,2,0,18,0
KASARGOD,20 May 2020,1,1,18,0
KASARGOD,21 May 2020,1,0,19,0
KASARGOD,22 May 2020,7,0,26,0
KASARGOD,23 May 2020,4,1,29,0
KASARGOD,24 May 2020,5,2,32,0
KASARGOD,25 May 2020,14,6,40,0
KASARGOD,26 May 2020,3,2,41,0
KASARGOD,27 May 2020,10,2,49,0
KASARGOD,28 May 2020,18,0,67,0
KASARGOD,29 May 2020,4,1,70,0
KASARGOD,30 May 2020,3,0,73,0
KASARGOD,31 May 2020,10,1,82,0
KASARGOD,01 June 2020,14,0,96,0
KASARGOD,02 June 2020,9,7,98,0
KASARGOD,03 June 2020,3,4,97,0
KASARGOD,04 June 2020,12,0,109,0
KASARGOD,05 June 2020,1,7,103,0
KASARGOD,06 June 2020,10,1,112,0
KASARGOD,07 June 2020,3,6,109,0
KASARGOD,08 June 2020,8,7,110,0
KASARGOD,09 June 2020,2,0,112,0
KASARGOD,10 June 2020,0,11,101,0
KASARGOD,11 June 2020,10,5,106,0
KASARGOD,12 June 2020,4,2,108,0
KASARGOD,13 June 2020,9,6,111,0
KASARGOD,14 June 2020,6,1,116,0
KASARGOD,15 June 2020,3,4,115,0
KASARGOD,16 June 2020,2,8,109,0
KASARGOD,17 June 2020,9,0,118,0
KASARGOD,18 June 2020,3,11,110,0
KASARGOD,19 June 2020,4,4,110,0
KASARGOD,20 June 2020,7,2,115,0
KASARGOD,21 June 2020,6,2,119,0
KASARGOD,22 June 2020,9,9,119,0
KASARGOD,24 June 2020,6,0,125,0
KASARGOD,25 June 2020,4,8,121,0
KASARGOD,26 June 2020,2,1,122,0
KASARGOD,27 June 2020,11,5,128,0
KASARGOD,28 June 2020,6,5,129,0
KASARGOD,29 June 2020,4,2,131,0
KASARGOD,30 June 2020,8,4,135,0
KASARGOD,01 July 2020,10,17,128,0
KASARGOD,02 July 2020,5,31,102,0
KASARGOD,03 July 2020,7,12,97,0
KASARGOD,04 July 2020,14,6,105,0
KASARGOD,05 July 2020,28,0,133,0
KASARGOD,06 July 2020,6,12,127,0
KASARGOD,07 July 2020,13,0,140,0
KASARGOD,08 July 2020,4,7,137,0
KASARGOD,09 July 2020,11,14,134,0
KASARGOD,10 July 2020,17,3,148,0
KASARGOD,11 July 2020,18,0,166,0
KASARGOD,12 July 2020,56,8,214,0
KASARGOD,13 July 2020,9,6,217,0
KASARGOD,14 July 2020,44,5,256,0
KASARGOD,15 July 2020,74,21,309,0
KASARGOD,16 July 2020,18,23,304,0
KASARGOD,17 July 2020,32,9,327,0
KASARGOD,18 July 2020,29,9,347,0
KASARGOD,19 July 2020,57,12,391,1
KASARGOD,20 July 2020,28,10,409,0
KASARGOD,21 July 2020,40,6,443,0
KASARGOD,22 July 2020,101,43,501,0
KASARGOD,23 July 2020,47,36,512,0
KASARGOD,24 July 2020,106,68,548,2
KASARGOD,25 July 2020,105,23,629,1
KASARGOD,26 July 2020,107,34,702,0
KASARGOD,27 July 2020,38,53,687,0
KASARGOD,28 July 2020,38,36,688,1
KASARGOD,29 July 2020,49,36,701,0
KASARGOD,30 July 2020,28,4,725,0
KASARGOD,31 July 2020,52,129,647,0
KASARGOD,01 August 2020,153,28,770,1
KASARGOD,02 August 2020,113,30,853,0
KASARGOD,03 August 2020,66,50,869,0
KASARGOD,04 August 2020,91,25,935,0
KASARGOD,05 August 2020,128,105,957,1
KASARGOD,06 August 2020,153,61,1047,2
KASARGOD,07 August 2020,168,123,1092,0
KASARGOD,08 August 2020,73,33,1131,1
KASARGOD,09 August 2020,56,115,1071,1
KASARGOD,10 August 2020,146,11,1205,1
KASARGOD,11 August 2020,147,266,1086,0
KASARGOD,12 August 2020,68,39,1113,2
KASARGOD,13 August 2020,79,28,1164,0
KASARGOD,14 August 2020,49,51,1162,0
KASARGOD,15 August 2020,81,3,1239,1
KASARGOD,16 August 2020,48,203,1083,0
KASARGOD,17 August 2020,97,170,1005,5
KASARGOD,18 August 2020,42,125,922,0
KASARGOD,19 August 2020,174,81,1015,0
KASARGOD,20 August 2020,91,154,952,0
KASARGOD,21 August 2020,105,34,1023,0
KASARGOD,22 August 2020,119,40,1102,0
KASARGOD,23 August 2020,85,44,1143,0
KASARGOD,24 August 2020,118,83,1175,3
KASARGOD,25 August 2020,99,95,1179,0
KASARGOD,26 August 2020,101,40,1240,0
KASARGOD,27 August 2020,231,84,1387,0
KASARGOD,28 August 2020,157,193,1351,0
KASARGOD,29 August 2020,198,45,1503,1
KASARGOD,30 August 2020,159,111,1550,1
KASARGOD,31 August 2020,103,56,1597,0
KASARGOD,01 September 2020,15,87,1523,2
KASARGOD,02 September 2020,88,150,1460,1
KASARGOD,03 September 2020,133,167,1426,0
KASARGOD,04 September 2020,236,72,1589,1
KASARGOD,05 September 2020,276,78,1786,1
KASARGOD,06 September 2020,218,110,1893,1
KASARGOD,07 September 2020,134,95,1932,0
KASARGOD,08 September 2020,166,92,2006,0
KASARGOD,09 September 2020,270,141,2131,4
KASARGOD,10 September 2020,140,127,2143,1
KASARGOD,11 September 2020,102,128,2117,0
KASARGOD,12 September 2020,150,104,2163,0
KASARGOD,13 September 2020,124,178,2109,0
KASARGOD,14 September 2020,56,130,2034,1
KASARGOD,15 September 2020,172,258,1948,0
KASARGOD,16 September 2020,119,79,1988,0
KASARGOD,17 September 2020,319,124,2183,0
KASARGOD,18 September 2020,145,110,2217,1
KASARGOD,19 September 2020,191,202,2204,2
KASARGOD,20 September 2020,208,163,2248,1
KASARGOD,21 September 2020,110,176,2182,0
KASARGOD,22 September 2020,197,221,2158,0
KASARGOD,23 September 2020,136,302,1992,0
KASARGOD,24 September 2020,300,158,2134,0
KASARGOD,25 September 2020,268,107,2295,0
KASARGOD,26 September 2020,224,77,2436,6
KASARGOD,27 September 2020,252,210,2476,1
KASARGOD,28 September 2020,122,89,2505,4
KASARGOD,29 September 2020,453,119,2839,0
KASARGOD,30 September 2020,321,160,2999,1
KASARGOD,01 October 2020,471,289,3178,3
KASARGOD,02 October 2020,476,158,3496,0
KASARGOD,03 October 2020,257,129,3623,1
KASARGOD,04 October 2020,278,193,3708,0
KASARGOD,05 October 2020,207,165,3750,0
KASARGOD,06 October 2020,416,202,3963,1
KASARGOD,07 October 2020,432,173,4222,0
KASARGOD,08 October 2020,236,105,4351,2
KASARGOD,09 October 2020,366,449,4267,1
KASARGOD,10 October 2020,539,296,4510,0
KASARGOD,11 October 2020,242,505,4245,2
KASARGOD,12 October 2020,295,345,4195,0
KASARGOD,13 October 2020,323,422,4095,1
KASARGOD,14 October 2020,224,343,3976,0
KASARGOD,15 October 2020,311,270,4017,0
KASARGOD,16 October 2020,234,306,3945,0
KASARGOD,17 October 2020,280,516,3709,0
KASARGOD,18 October 2020,251,225,3735,0
KASARGOD,19 October 2020,120,293,3561,1
KASARGOD,20 October 2020,145,409,3297,0
KASARGOD,21 October 2020,200,248,3249,0
KASARGOD,22 October 2020,216,255,3210,0
KASARGOD,23 October 2020,189,313,3086,0
KASARGOD,24 October 2020,200,385,2900,1
KASARGOD,25 October 2020,137,341,2696,0
KASARGOD,26 October 2020,64,202,2556,2
KASARGOD,27 October 2020,65,210,2410,1
KASARGOD,28 October 2020,203,339,2274,0
KASARGOD,29 October 2020,187,171,2290,0
KASARGOD,30 October 2020,133,140,2283,0
KASARGOD,31 October 2020,156,162,2277,0
KASARGOD,01 November 2020,143,170,2250,0
KASARGOD,02 November 2020,58,143,2165,0
KASARGOD,03 November 2020,147,278,2033,1
KASARGOD,04 November 2020,182,169,2045,1
KASARGOD,05 November 2020,155,40,2160,0
KASARGOD,06 November 2020,137,39,2258,0
KASARGOD,07 November 2020,94,210,2142,0
KASARGOD,08 November 2020,159,152,2149,0
KASARGOD,09 November 2020,75,91,2133,0
KASARGOD,10 November 2020,81,199,2015,0
KASARGOD,11 November 2020,141,147,2007,2
KASARGOD,12 November 2020,108,36,2079,0
KASARGOD,13 November 2020,81,157,2003,0
KASARGOD,14 November 2020,139,145,1997,0
KASARGOD,15 November 2020,62,117,1942,0
KASARGOD,16 November 2020,64,109,1897,0
KASARGOD,17 November 2020,96,130,1862,1
KASARGOD,18 November 2020,109,185,1786,0
KASARGOD,19 November 2020,145,146,1785,0
KASARGOD,20 November 2020,138,134,1789,0
KASARGOD,21 November 2020,104,158,1735,0
KASARGOD,22 November 2020,81,88,1728,0
KASARGOD,23 November 2020,32,97,1662,1
KASARGOD,24 November 2020,99,101,1660,0
KASARGOD,25 November 2020,103,61,1702,0
KASARGOD,26 November 2020,86,59,1729,0
KASARGOD,27 November 2020,96,85,1740,0
KASARGOD,28 November 2020,137,101,1776,0
KASARGOD,29 November 2020,122,110,1788,0
KASARGOD,30 November 2020,86,75,1799,0
KASARGOD,01 December 2020,83,143,1739,0
KASARGOD,02 December 2020,108,32,1815,0
KASARGOD,03 December 2020,90,60,1845,0
KASARGOD,04 December 2020,146,70,1921,0
KASARGOD,05 December 2020,112,172,1861,0
KASARGOD,06 December 2020,75,107,1827,2
KASARGOD,07 December 2020,44,64,1807,0
KASARGOD,08 December 2020,79,155,1730,1
KASARGOD,09 December 2020,52,64,1718,0
KASARGOD,10 December 2020,110,154,1674,0
KASARGOD,11 December 2020,71,54,1691,0
KASARGOD,12 December 2020,60,91,1660,0
KASARGOD,13 December 2020,74,47,1686,1
KASARGOD,14 December 2020,15,56,1645,0
KASARGOD,15 December 2020,20,42,1623,0
KASARGOD,16 December 2020,60,129,1553,1
KASARGOD,17 December 2020,92,53,1592,0
KASARGOD,18 December 2020,78,75,1594,1
KASARGOD,19 December 2020,119,68,1645,0
KASARGOD,20 December 2020,94,37,1702,0
KASARGOD,21 December 2020,43,31,1714,0
KASARGOD,22 December 2020,72,99,1687,0
KASARGOD,23 December 2020,68,106,1647,2
KASARGOD,24 December 2020,84,93,1638,0
KASARGOD,25 December 2020,56,49,1645,0
KASARGOD,26 December 2020,52,19,1678,0
KASARGOD,27 December 2020,37,53,1662,0
KASARGOD,28 December 2020,37,36,1662,1
KASARGOD,29 December 2020,59,37,1684,0
KASARGOD,30 December 2020,75,156,1603,0
KASARGOD,31 December 2020,96,62,1637,0
KASARGOD,01 January 2021,80,28,1689,0
KASARGOD,02 January 2021,83,61,1710,1
KASARGOD,03 January 2021,41,33,1718,0
KASARGOD,04 January 2021,27,157,1586,2
KASARGOD,05 January 2021,58,43,1601,0
KASARGOD,06 January 2021,77,40,1638,0
KASARGOD,07 January 2021,86,101,1623,0
KASARGOD,08 January 2021,65,111,1577,0
KASARGOD,09 January 2021,93,60,1610,0
KASARGOD,10 January 2021,43,58,1594,1
KASARGOD,11 January 2021,48,79,1563,0
KASARGOD,12 January 2021,58,68,1552,1
KASARGOD,14 January 2021,72,68,1556,0
KASARGOD,13 January 2021,92,35,1613,0
KASARGOD,15 January 2021,97,112,1597,1
KASARGOD,16 January 2021,92,57,1632,0
KASARGOD,17 January 2021,79,52,1658,0
KASARGOD,18 January 2021,35,17,1676,0
KASARGOD,19 January 2021,63,71,1667,1
KASARGOD,20 January 2021,64,62,1669,0
KASARGOD,21 January 2021,87,61,1694,1
KASARGOD,22 January 2021,67,61,1700,0
KASARGOD,23 January 2021,87,106,1681,0
KASARGOD,24 January 2021,124,50,1755,0
KASARGOD,25 January 2021,42,44,1752,1
KASARGOD,26 January 2021,85,145,1692,0
KASARGOD,27 January 2021,84,47,1728,0
KASARGOD,28 January 2021,84,46,1766,0
KASARGOD,29 January 2021,120,53,1833,0
KASARGOD,30 January 2021,102,33,1902,0
KASARGOD,31 January 2021,70,92,1880,0
KASARGOD,01 February 2021,41,77,1844,0
KASARGOD,02 February 2021,83,36,1891,0
KASARGOD,03 February 2021,93,90,1894,0
KASARGOD,04 February 2021,96,146,1844,0
KASARGOD,05 February 2021,99,45,1898,0
KASARGOD,06 February 2021,62,92,1868,0
KASARGOD,07 February 2021,87,67,1888,0
KASARGOD,08 February 2021,36,82,1841,0
KASARGOD,09 February 2021,112,169,1784,0
KASARGOD,10 February 2021,71,82,1773,0
KASARGOD,11 February 2021,102,49,1826,0
KASARGOD,12 February 2021,146,70,1901,1
KASARGOD,13 February 2021,133,41,1993,0
KASARGOD,14 February 2021,72,49,2016,0
KASARGOD,15 February 2021,44,69,1991,0
KASARGOD,16 February 2021,126,107,2010,0
KASARGOD,17 February 2021,73,82,2000,0
KASARGOD,18 February 2021,176,101,2075,0
KASARGOD,19 February 2021,73,112,2036,0
KASARGOD,20 February 2021,124,40,2120,0
KASARGOD,21 February 2021,100,91,2129,0
KASARGOD,22 February 2021,86,81,2134,0
KASARGOD,23 February 2021,140,76,2197,1
KASARGOD,24 February 2021,126,159,2164,0
KASARGOD,25 February 2021,141,43,2262,0
KASARGOD,26 February 2021,119,140,2241,0
KASARGOD,27 February 2021,148,100,2289,0
KASARGOD,28 February 2021,123,149,2262,1
KASARGOD,01 March 2021,71,49,2284,0
KASARGOD,02 March 2021,80,75,2289,0
KASARGOD,03 March 2021,109,52,2346,0
KASARGOD,04 March 2021,121,187,2280,0
KASARGOD,05 March 2021,125,149,2256,0
KASARGOD,06 March 2021,89,95,2250,0
KASARGOD,07 March 2021,97,122,2225,0
KASARGOD,08 March 2021,48,92,2181,0
KASARGOD,09 March 2021,73,114,2139,1
KASARGOD,10 March 2021,121,100,2160,0
KASARGOD,11 March 2021,117,122,2155,0
KASARGOD,12 March 2021,66,55,2164,2
KASARGOD,13 March 2021,84,105,2142,1
KASARGOD,14 March 2021,65,119,2086,2
KASARGOD,15 March 2021,29,112,2001,2
KASARGOD,16 March 2021,78,90,1989,0
KASARGOD,17 March 2021,131,53,2066,1
KASARGOD,18 March 2021,104,91,2079,0
KASARGOD,19 March 2021,105,143,2041,0
KASARGOD,20 March 2021,119,108,2052,0
KASARGOD,21 March 2021,79,78,2053,0
KASARGOD,22 March 2021,44,51,2045,1
KASARGOD,23 March 2021,128,123,2049,1
KASARGOD,24 March 2021,103,91,2061,0
KASARGOD,25 March 2021,92,81,2071,1
KASARGOD,26 March 2021,104,48,2126,1
KASARGOD,27 March 2021,78,86,2118,0
KASARGOD,28 March 2021,163,36,2244,1
KASARGOD,29 March 2021,98,43,2299,0
KASARGOD,30 March 2021,80,90,2289,0
KASARGOD,31 March 2021,167,44,2412,0
KASARGOD,01 April 2021,187,38,2561,0
KASARGOD,02 April 2021,184,159,2585,1
KASARGOD,03 April 2021,131,90,2626,0
KASARGOD,04 April 2021,190,61,2755,0
KASARGOD,05 April 2021,144,59,2840,0
KASARGOD,06 April 2021,128,108,2856,4
KASARGOD,07 April 2021,116,75,2897,0
KASARGOD,08 April 2021,234,148,2983,0
KASARGOD,09 April 2021,247,91,3137,1
KASARGOD,10 April 2021,286,154,3269,0
KASARGOD,11 April 2021,251,81,3438,1
KASARGOD,12 April 2021,220,44,3614,0
KASARGOD,13 April 2021,430,61,3983,0
KASARGOD,14 April 2021,424,72,4335,0
KASARGOD,15 April 2021,158,61,4432,0
KASARGOD,16 April 2021,643,534,4541,0
KANNUR,09 March 2020,1,0,1,0
KANNUR,10 March 2020,2,0,3,0
KANNUR,12 March 2020,1,0,4,0
KANNUR,21 March 2020,3,0,7,0
KANNUR,22 March 2020,4,0,11,0
KANNUR,23 March 2020,5,1,15,0
KANNUR,26 March 2020,9,1,23,0
KANNUR,27 March 2020,2,0,25,0
KANNUR,29 March 2020,8,0,33,0
KANNUR,30 March 2020,11,0,44,0
KANNUR,31 March 2020,1,2,43,0
KANNUR,01 April 2020,2,0,45,0
KANNUR,02 April 2020,1,0,46,0
KANNUR,03 April 2020,1,5,42,0
KANNUR,04 April 2020,1,7,36,0
KANNUR,05 April 2020,1,4,33,0
KANNUR,06 April 2020,0,1,32,0
KANNUR,07 April 2020,2,5,29,0
KANNUR,08 April 2020,4,1,32,0
KANNUR,09 April 2020,4,5,31,0
KANNUR,10 April 2020,2,6,27,0
KANNUR,11 April 2020,7,0,34,0
KANNUR,12 April 2020,1,0,35,0
KANNUR,13 April 2020,2,1,36,0
KANNUR,14 April 2020,4,0,40,0
KANNUR,15 April 2020,1,0,41,0
KANNUR,16 April 2020,4,1,44,0
KANNUR,18 April 2020,3,0,47,0
KANNUR,19 April 2020,1,3,45,0
KANNUR,20 April 2020,6,0,51,0
KANNUR,21 April 2020,10,9,52,0
KANNUR,22 April 2020,7,0,59,0
KANNUR,23 April 2020,0,1,58,0
KANNUR,24 April 2020,0,3,55,0
KANNUR,25 April 2020,1,2,54,0
KANNUR,26 April 2020,0,1,53,0
KANNUR,27 April 2020,1,6,48,0
KANNUR,28 April 2020,3,2,49,0
KANNUR,29 April 2020,1,3,47,0
KANNUR,30 April 2020,0,2,45,0
KANNUR,01 May 2020,0,4,41,0
KANNUR,02 May 2020,1,6,36,0
KANNUR,04 May 2020,0,19,17,0
KANNUR,07 May 2020,0,3,14,0
KANNUR,08 May 2020,0,10,4,0
KANNUR,10 May 2020,0,2,2,0
KANNUR,13 May 2020,1,0,3,0
KANNUR,14 May 2020,2,1,4,0
KANNUR,16 May 2020,0,2,2,0
KANNUR,17 May 2020,2,0,4,0
KANNUR,18 May 2020,3,0,7,0
KANNUR,19 May 2020,5,0,12,0
KANNUR,20 May 2020,3,1,14,0
KANNUR,21 May 2020,4,0,18,0
KANNUR,22 May 2020,12,0,30,0
KANNUR,23 May 2020,16,0,46,0
KANNUR,24 May 2020,12,0,58,0
KANNUR,25 May 2020,10,0,68,0
KANNUR,26 May 2020,8,0,75,1
KANNUR,27 May 2020,1,0,76,0
KANNUR,28 May 2020,10,1,85,0
KANNUR,29 May 2020,8,1,92,0
KANNUR,30 May 2020,15,1,106,0
KANNUR,31 May 2020,7,4,109,0
KANNUR,01 June 2020,0,1,108,0
KANNUR,02 June 2020,5,1,112,0
KANNUR,03 June 2020,2,2,112,0
KANNUR,04 June 2020,6,7,111,0
KANNUR,06 June 2020,12,5,118,0
KANNUR,07 June 2020,2,5,115,0
KANNUR,08 June 2020,4,0,119,0
KANNUR,09 June 2020,5,0,124,0
KANNUR,10 June 2020,4,13,115,0
KANNUR,11 June 2020,7,8,113,1
KANNUR,12 June 2020,3,1,114,1
KANNUR,13 June 2020,14,10,118,0
KANNUR,14 June 2020,4,2,120,0
KANNUR,15 June 2020,10,21,109,0
KANNUR,16 June 2020,7,1,115,0
KANNUR,17 June 2020,4,1,118,0
KANNUR,18 June 2020,4,4,117,1
KANNUR,19 June 2020,8,20,105,0
KANNUR,20 June 2020,4,2,107,0
KANNUR,21 June 2020,10,3,114,0
KANNUR,22 June 2020,3,14,103,0
KANNUR,23 June 2020,6,1,108,0
KANNUR,24 June 2020,17,10,115,0
KANNUR,25 June 2020,9,1,123,0
KANNUR,26 June 2020,13,1,135,0
KANNUR,27 June 2020,11,13,133,0
KANNUR,28 June 2020,26,1,158,0
KANNUR,29 June 2020,14,13,159,0
KANNUR,30 June 2020,26,2,183,0
KANNUR,01 July 2020,27,12,198,0
KANNUR,02 July 2020,9,6,201,0
KANNUR,03 July 2020,18,13,206,0
KANNUR,04 July 2020,35,14,227,0
KANNUR,05 July 2020,25,3,249,0
KANNUR,06 July 2020,11,10,250,0
KANNUR,07 July 2020,19,9,260,0
KANNUR,08 July 2020,22,2,280,0
KANNUR,09 July 2020,8,14,274,0
KANNUR,10 July 2020,23,14,283,0
KANNUR,11 July 2020,19,1,301,0
KANNUR,12 July 2020,17,19,299,0
KANNUR,13 July 2020,44,19,323,1
KANNUR,14 July 2020,12,45,290,0
KANNUR,15 July 2020,35,5,320,0
KANNUR,16 July 2020,23,8,334,1
KANNUR,17 July 2020,9,8,335,0
KANNUR,18 July 2020,39,37,337,0
KANNUR,19 July 2020,13,21,329,0
KANNUR,20 July 2020,48,3,374,0
KANNUR,21 July 2020,57,10,421,0
KANNUR,22 July 2020,43,0,464,0
KANNUR,23 July 2020,51,7,507,1
KANNUR,24 July 2020,18,108,417,0
KANNUR,25 July 2020,62,36,443,0
KANNUR,26 July 2020,47,70,420,0
KANNUR,27 July 2020,38,32,426,0
KANNUR,28 July 2020,43,15,454,0
KANNUR,29 July 2020,42,3,493,0
KANNUR,30 July 2020,39,47,485,0
KANNUR,31 July 2020,14,41,458,0
KANNUR,01 August 2020,5,35,428,0
KANNUR,02 August 2020,16,55,389,0
KANNUR,03 August 2020,37,25,401,0
KANNUR,04 August 2020,37,103,334,0
KANNUR,05 August 2020,61,53,341,1
KANNUR,06 August 2020,33,18,356,0
KANNUR,07 August 2020,13,29,339,1
KANNUR,08 August 2020,57,47,349,0
KANNUR,09 August 2020,41,11,379,0
KANNUR,10 August 2020,63,32,410,0
KANNUR,11 August 2020,30,27,412,1
KANNUR,12 August 2020,31,64,378,0
KANNUR,13 August 2020,27,25,380,0
KANNUR,14 August 2020,95,75,400,0
KANNUR,15 August 2020,52,32,420,0
KANNUR,16 August 2020,52,20,447,5
KANNUR,17 August 2020,77,22,501,1
KANNUR,18 August 2020,123,61,563,0
KANNUR,19 August 2020,126,48,641,0
KANNUR,20 August 2020,78,35,684,0
KANNUR,21 August 2020,78,44,717,1
KANNUR,22 August 2020,62,56,722,1
KANNUR,23 August 2020,143,88,777,0
KANNUR,24 August 2020,76,45,808,0
KANNUR,25 August 2020,150,99,859,0
KANNUR,26 August 2020,128,49,937,1
KANNUR,27 August 2020,102,119,917,3
KANNUR,28 August 2020,135,134,917,1
KANNUR,29 August 2020,95,94,917,1
KANNUR,30 August 2020,112,113,914,2
KANNUR,31 August 2020,74,88,900,0
KANNUR,01 September 2020,77,97,880,0
KANNUR,02 September 2020,142,127,895,0
KANNUR,03 September 2020,74,137,831,1
KANNUR,04 September 2020,115,73,871,2
KANNUR,05 September 2020,222,124,968,1
KANNUR,06 September 2020,200,69,1098,1
KANNUR,07 September 2020,260,70,1288,0
KANNUR,08 September 2020,158,106,1337,3
KANNUR,09 September 2020,251,67,1521,0
KANNUR,10 September 2020,276,144,1653,0
KANNUR,11 September 2020,256,61,1847,1
KANNUR,12 September 2020,207,135,1918,0
KANNUR,13 September 2020,234,88,2064,0
KANNUR,14 September 2020,232,135,2161,0
KANNUR,15 September 2020,213,228,2146,0
KANNUR,16 September 2020,247,179,2213,1
KANNUR,17 September 2020,260,97,2376,0
KANNUR,18 September 2020,330,169,2537,0
KANNUR,19 September 2020,222,91,2668,0
KANNUR,20 September 2020,242,157,2753,0
KANNUR,21 September 2020,314,39,3025,3
KANNUR,22 September 2020,143,214,2953,1
KANNUR,23 September 2020,365,142,3176,0
KANNUR,24 September 2020,406,431,3151,0
KANNUR,25 September 2020,419,217,3353,0
KANNUR,26 September 2020,435,147,3641,0
KANNUR,27 September 2020,332,153,3818,2
KANNUR,28 September 2020,310,124,4004,0
KANNUR,29 September 2020,432,197,4234,5
KANNUR,30 September 2020,519,182,4571,0
KANNUR,01 October 2020,435,129,4877,0
KANNUR,02 October 2020,625,303,5199,0
KANNUR,03 October 2020,423,204,5412,6
KANNUR,04 October 2020,555,109,5857,1
KANNUR,05 October 2020,339,130,6063,3
KANNUR,06 October 2020,545,251,6355,2
KANNUR,07 October 2020,602,1188,5769,0
KANNUR,08 October 2020,377,387,5759,0
KANNUR,09 October 2020,556,492,5823,0
KANNUR,10 October 2020,727,337,6211,2
KANNUR,11 October 2020,413,347,6275,2
KANNUR,12 October 2020,274,130,6413,6
KANNUR,13 October 2020,370,442,6340,1
KANNUR,14 October 2020,303,436,6206,1
KANNUR,15 October 2020,557,650,6113,0
KANNUR,16 October 2020,405,440,6069,9
KANNUR,17 October 2020,464,561,5971,1
KANNUR,18 October 2020,462,537,5896,0
KANNUR,19 October 2020,293,72,6116,1
KANNUR,20 October 2020,400,544,5968,4
KANNUR,21 October 2020,566,426,6105,3
KANNUR,22 October 2020,377,572,5910,0
KANNUR,23 October 2020,497,538,5866,2
KANNUR,24 October 2020,430,355,5937,4
KANNUR,25 October 2020,274,537,5673,1
KANNUR,26 October 2020,174,97,5747,3
KANNUR,27 October 2020,258,368,5635,2
KANNUR,28 October 2020,506,358,5783,0
KANNUR,29 October 2020,419,679,5519,4
KANNUR,30 October 2020,341,379,5480,1
KANNUR,31 October 2020,337,480,5337,0
KANNUR,01 November 2020,306,548,5089,6
KANNUR,02 November 2020,195,93,5189,1
KANNUR,03 November 2020,335,477,5047,0
KANNUR,04 November 2020,370,515,4902,0
KANNUR,05 November 2020,329,546,4683,2
KANNUR,06 November 2020,354,393,4641,3
KANNUR,07 November 2020,266,313,4589,5
KANNUR,08 November 2020,344,138,4792,3
KANNUR,09 November 2020,152,133,4810,1
KANNUR,10 November 2020,301,177,4931,3
KANNUR,11 November 2020,264,501,4692,2
KANNUR,12 November 2020,346,214,4823,1
KANNUR,13 November 2020,240,431,4631,1
KANNUR,14 November 2020,363,567,4427,0
KANNUR,15 November 2020,203,336,4290,4
KANNUR,16 November 2020,110,285,4111,4
KANNUR,17 November 2020,335,625,3820,1
KANNUR,18 November 2020,213,376,3657,0
KANNUR,19 November 2020,337,377,3616,1
KANNUR,20 November 2020,251,295,3569,3
KANNUR,21 November 2020,211,473,3307,0
KANNUR,22 November 2020,233,351,3189,0
KANNUR,23 November 2020,144,187,3145,1
KANNUR,24 November 2020,264,317,3090,1
KANNUR,25 November 2020,242,320,3010,2
KANNUR,26 November 2020,226,150,3083,3
KANNUR,27 November 2020,131,136,3078,0
KANNUR,28 November 2020,315,179,3214,0
KANNUR,29 November 2020,277,259,3232,0
KANNUR,30 November 2020,175,299,3108,0
KANNUR,01 December 2020,222,321,3007,2
